---,PlayMode,Level,Dungeon,Difficulty,PartInformation,PartOfLevel,TitleMessage,SubtitleMessage,NumberOfGarbage,NumberOfChests,NumberOfTraps,NumberOfSpiders,PathNumberMax,PathSpreadValues,TimeToGetHungry,bWaitForEndOfTime,PlayModeOfPart,Secret0Character,Secret0Color,Secret0SubColor,Secret0SloganIndex,Secret1Character,Secret1Color,Secret1SubColor,Secret1SloganIndex
390,"PM_DEFAULT","1","2","2","EPI_LEVEL1","EPI_LEVEL1","","","5","2","1","2","2","(0.500000,0.500000)","90.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
391,"PM_DEFAULT","1","2","2","EPI_LEVEL2","EPI_LEVEL1","","","5","2","0","2","2","(0.500000,0.500000)","100.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
392,"PM_DEFAULT","1","2","2","EPI_LEVEL2","EPI_LEVEL2","","","4","2","1","1","1","(1.000000)","110.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
393,"PM_DEFAULT","1","2","2","EPI_LEVEL3","EPI_LEVEL1","","","8","1","1","2","2","(0.500000,0.500000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
394,"PM_DEFAULT","1","2","2","EPI_LEVEL3","EPI_LEVEL2","","","9","2","0","1","1","(1.000000)","450.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
395,"PM_DEFAULT","1","2","2","EPI_LEVEL3","EPI_LEVEL3","","","7","3","1","2","1","(1.000000)","550.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
396,"PM_DEFAULT","1","2","3","EPI_LEVEL1","EPI_LEVEL1","","","10","3","1","2","2","(0.500000,0.500000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
397,"PM_DEFAULT","1","2","3","EPI_LEVEL2","EPI_LEVEL1","","","8","2","1","2","2","(0.500000,0.500000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
398,"PM_DEFAULT","1","2","3","EPI_LEVEL2","EPI_LEVEL2","","","10","3","1","1","1","(1.000000)","380.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
399,"PM_DEFAULT","1","2","3","EPI_LEVEL3","EPI_LEVEL1","","","8","2","1","2","2","(0.500000,0.500000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
400,"PM_DEFAULT","1","2","3","EPI_LEVEL3","EPI_LEVEL2","","","7","2","1","1","1","(1.000000)","410.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
401,"PM_DEFAULT","1","2","3","EPI_LEVEL3","EPI_LEVEL3","","","7","3","0","2","1","(1.000000)","370.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
402,"PM_DEFAULT","1","2","4","EPI_LEVEL1","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
403,"PM_DEFAULT","1","2","4","EPI_LEVEL2","EPI_LEVEL1","","","10","3","0","2","2","(0.500000,0.500000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
404,"PM_DEFAULT","1","2","4","EPI_LEVEL2","EPI_LEVEL2","","","10","4","0","1","1","(1.000000)","330.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
405,"PM_DEFAULT","1","2","4","EPI_LEVEL3","EPI_LEVEL1","","","9","0","1","2","2","(0.500000,0.500000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
406,"PM_DEFAULT","1","2","4","EPI_LEVEL3","EPI_LEVEL2","","","10","5","0","1","1","(1.000000)","310.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
407,"PM_DEFAULT","1","2","4","EPI_LEVEL3","EPI_LEVEL3","","","8","6","1","2","1","(1.000000)","340.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
408,"PM_DEFAULT","1","2","5","EPI_LEVEL1","EPI_LEVEL1","","","12","5","1","2","2","(0.500000,0.500000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
409,"PM_DEFAULT","1","2","5","EPI_LEVEL2","EPI_LEVEL1","","","11","3","1","2","2","(0.500000,0.500000)","260.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
410,"PM_DEFAULT","1","2","5","EPI_LEVEL2","EPI_LEVEL2","","","9","4","1","1","1","(1.000000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
411,"PM_DEFAULT","1","2","5","EPI_LEVEL3","EPI_LEVEL1","","","10","1","1","2","2","(0.500000,0.500000)","280.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
412,"PM_DEFAULT","1","2","5","EPI_LEVEL3","EPI_LEVEL2","","","9","4","0","1","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
413,"PM_DEFAULT","1","2","5","EPI_LEVEL3","EPI_LEVEL3","","","9","5","1","2","1","(1.000000)","260.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
414,"PM_DEFAULT","1","2","6","EPI_LEVEL1","EPI_LEVEL1","","","15","5","1","2","2","(0.500000,0.500000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
415,"PM_DEFAULT","1","2","6","EPI_LEVEL2","EPI_LEVEL1","","","13","3","0","2","2","(0.500000,0.500000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
416,"PM_DEFAULT","1","2","6","EPI_LEVEL2","EPI_LEVEL2","","","8","3","1","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
417,"PM_DEFAULT","1","2","6","EPI_LEVEL3","EPI_LEVEL1","","","11","1","1","2","2","(0.500000,0.500000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
418,"PM_DEFAULT","1","2","6","EPI_LEVEL3","EPI_LEVEL2","","","9","2","0","1","1","(1.000000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
419,"PM_DEFAULT","1","2","6","EPI_LEVEL3","EPI_LEVEL3","","","11","4","1","2","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
420,"PM_DEFAULT","1","2","7","EPI_LEVEL1","EPI_LEVEL1","","","6","2","1","2","2","(0.500000,0.500000)","60.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
421,"PM_DEFAULT","1","2","7","EPI_LEVEL2","EPI_LEVEL1","","","8","2","1","2","2","(0.500000,0.500000)","70.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
422,"PM_DEFAULT","1","2","7","EPI_LEVEL2","EPI_LEVEL2","","","6","2","1","1","1","(1.000000)","80.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
423,"PM_DEFAULT","1","2","7","EPI_LEVEL3","EPI_LEVEL1","","","9","1","1","2","2","(0.500000,0.500000)","240.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
424,"PM_DEFAULT","1","2","7","EPI_LEVEL3","EPI_LEVEL2","","","13","4","0","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
425,"PM_DEFAULT","1","2","7","EPI_LEVEL3","EPI_LEVEL3","","","13","6","1","2","1","(1.000000)","220.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
426,"PM_DEFAULT","1","2","8","EPI_LEVEL1","EPI_LEVEL1","","","14","4","1","2","2","(0.500000,0.500000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
427,"PM_DEFAULT","1","2","8","EPI_LEVEL2","EPI_LEVEL1","","","12","4","1","2","2","(0.500000,0.500000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
428,"PM_DEFAULT","1","2","8","EPI_LEVEL2","EPI_LEVEL2","","","13","6","1","1","1","(1.000000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
429,"PM_DEFAULT","1","2","8","EPI_LEVEL3","EPI_LEVEL1","","","14","4","1","2","2","(0.500000,0.500000)","180.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
430,"PM_DEFAULT","1","2","8","EPI_LEVEL3","EPI_LEVEL2","","","15","6","1","1","1","(1.000000)","160.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
431,"PM_DEFAULT","1","2","8","EPI_LEVEL3","EPI_LEVEL3","","","15","8","1","2","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","(R=0.000000,G=0.000000,B=0.000000,A=1.000000)","0"
432,"PM_TEST","0","0","0","EPI_LEVEL1","EPI_LEVEL1","NSLOCTEXT(""143879464B4FEFA8BED57D8953A95CC4 [242367234C72F7F10AA8C4A72B1656ED]"", ""17A9240D4524D0175D4644B41A849926"", ""This is a test"")","NSLOCTEXT(""143879464B4FEFA8BED57D8953A95CC4 [242367234C72F7F10AA8C4A72B1656ED]"", ""CA43C97B48D87B8ADF9C05BA6683F054"", ""And the subtitles work well, too"")","1","1","0","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
433,"PM_TEST","0","0","0","EPI_LEVEL2","EPI_LEVEL1","NSLOCTEXT(""CED174E24DACBB435A0451A0CB92C09E [242367234C72F7F10AA8C4A72B1656ED]"", ""98447B0C45507B04CE2E8AB451318617"", ""Still a test"")","NSLOCTEXT(""CED174E24DACBB435A0451A0CB92C09E [242367234C72F7F10AA8C4A72B1656ED]"", ""42A2636848D11693FCFB00ADED5C9FE1"", ""We test any level, we build"")","1","1","0","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
434,"PM_TEST","0","0","0","EPI_LEVEL2","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
435,"PM_TEST","0","0","0","EPI_LEVEL3","EPI_LEVEL1","NSLOCTEXT(""3BBA81C146C899AAA168CC8073A28E17 [242367234C72F7F10AA8C4A72B1656ED]"", ""A44511274356F1236B956C94385BE928"", ""Test the last part"")","NSLOCTEXT(""3BBA81C146C899AAA168CC8073A28E17 [242367234C72F7F10AA8C4A72B1656ED]"", ""15183AC24AED3F9A1B5B6986B6C29A6B"", ""but the others, too"")","1","1","0","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
436,"PM_TEST","0","0","0","EPI_LEVEL3","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
437,"PM_TEST","0","0","0","EPI_LEVEL3","EPI_LEVEL3","","","1","1","1","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
438,"PM_TEST","0","1","0","EPI_LEVEL1","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
439,"PM_TEST","0","1","0","EPI_LEVEL2","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
440,"PM_TEST","0","1","0","EPI_LEVEL2","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
441,"PM_TEST","0","1","0","EPI_LEVEL3","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
442,"PM_TEST","0","1","0","EPI_LEVEL3","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
443,"PM_TEST","0","1","0","EPI_LEVEL3","EPI_LEVEL3","","","1","1","1","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
444,"PM_TEST","0","2","0","EPI_LEVEL1","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
445,"PM_TEST","0","2","0","EPI_LEVEL2","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
446,"PM_TEST","0","2","0","EPI_LEVEL2","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
447,"PM_TEST","0","2","0","EPI_LEVEL3","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
448,"PM_TEST","0","2","0","EPI_LEVEL3","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
449,"PM_TEST","0","2","0","EPI_LEVEL3","EPI_LEVEL3","","","1","1","1","1","1","(1.000000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
450,"PM_TEST","1","0","0","EPI_LEVEL1","EPI_LEVEL1","NSLOCTEXT(""FD397DFD443F549852FA24A6D76612CE [242367234C72F7F10AA8C4A72B1656ED]"", ""058757044C5E12437F2D45BB6C2293BF"", ""This is a test"")","NSLOCTEXT(""FD397DFD443F549852FA24A6D76612CE [242367234C72F7F10AA8C4A72B1656ED]"", ""69EBD6AE43A3D7CA818771BAD5627731"", ""And the subtitles work well, too"")","1","1","0","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
451,"PM_TEST","1","0","0","EPI_LEVEL2","EPI_LEVEL1","NSLOCTEXT(""E63EC8054639A9CD6D4784A002A8A060 [242367234C72F7F10AA8C4A72B1656ED]"", ""7F670C624F6C6A40672682BDDB0407A9"", ""Still a test"")","NSLOCTEXT(""E63EC8054639A9CD6D4784A002A8A060 [242367234C72F7F10AA8C4A72B1656ED]"", ""8BC5594248549DBF1A363DB289CCD1D1"", ""We test any level, we build"")","1","1","0","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
